,lead_time,no_of_special_requests,avg_price_per_room,arrival_month,Unnamed: 0,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,booking_status
36161,61,0,145.6418496902126,5,17414,25,4,1,1,0,0
36162,199,0,86.21461321524278,5,17101,14,3,3,0,0,0
36163,285,0,92.46201476615622,10,35764,15,3,0,0,0,0
36164,186,0,97.85747005232825,7,34798,24,3,2,1,0,0
36165,206,0,120.47445653599958,10,10560,19,3,2,1,0,0
36166,91,0,78.60943259485445,10,22556,14,3,2,0,0,0
36167,290,0,114.26763630046038,7,18448,21,3,1,0,0,0
36168,105,0,113.57934697144447,9,30156,10,3,2,1,0,0
36169,371,0,93.24529808997023,7,19064,21,3,2,0,0,0
36170,295,0,103.21265486214719,10,12237,5,3,0,2,0,0
36171,137,0,122.44814178448506,10,24563,22,4,2,0,0,0
36172,166,2,119.71621899962267,7,23206,22,4,3,0,0,0
36173,98,0,112.26605050409144,5,6074,20,4,2,1,0,0
36174,139,0,109.78274574339132,8,13874,4,4,5,1,0,0
36175,253,0,75.38091517255764,5,35421,9,3,1,0,0,0
36176,174,0,122.32470300994996,9,20922,8,4,2,0,0,0
36177,38,0,157.9626492778953,8,19298,21,4,2,2,0,0
36178,273,0,100.92967475958037,6,1813,16,4,2,0,0,0
36179,39,0,72.7206856160161,2,16694,1,4,3,1,0,0
36180,102,0,101.58649569898826,9,32731,16,3,2,0,0,0
36181,309,0,116.09560025239318,9,18670,12,3,1,0,0,0
36182,291,0,82.69551006568926,11,14556,5,3,3,0,0,0
36183,279,0,67.9116787553157,6,31232,9,3,3,1,0,0
36184,255,0,99.97213433830503,9,13911,16,3,2,1,0,0
36185,56,0,75.4396595036938,7,28361,2,3,2,1,0,0
36186,30,0,165.2929646123515,6,14141,24,4,2,0,0,0
36187,9,0,55.694770153035456,3,28056,2,2,2,0,0,0
36188,268,0,115.0,6,9443,23,3,2,0,1,0
36189,112,0,122.48456747007067,7,3730,7,4,2,0,0,0
36190,21,0,120.20306582974808,3,17556,10,4,4,2,0,0
36191,270,0,95.95637771651367,5,14399,11,3,2,0,0,0
36192,117,0,96.22268610327832,6,24527,27,4,3,0,0,0
36193,174,1,108.55698482603025,8,31931,13,4,1,1,0,0
36194,53,0,87.12161089993516,6,36220,17,3,2,1,0,0
36195,103,0,106.27473345846282,7,16342,3,4,4,0,0,0
36196,31,0,153.1624479640466,7,23240,9,4,3,1,0,0
36197,296,0,99.08400580301031,8,20953,15,3,2,1,0,0
36198,62,1,133.03245625165619,6,15860,7,4,1,1,0,0
36199,15,0,90.49962353839868,4,12474,29,3,1,1,0,0
36200,282,0,89.76424527299305,10,1490,4,4,3,1,0,0
36201,60,0,86.22231623773159,7,15766,9,4,2,1,1,0
36202,271,1,75.62656529645508,11,6219,23,4,7,1,0,0
36203,129,0,81.35503433122399,6,1231,20,4,3,2,0,0
36204,35,0,65.32270462430975,1,35846,19,2,1,0,1,0
36205,170,1,121.92563532808283,9,11454,19,3,3,0,0,0
36206,325,0,102.13275549802688,9,7998,8,3,2,0,0,0
36207,215,0,124.78152676319382,8,10048,15,3,1,2,0,0
36208,107,0,114.06439036850392,10,35848,21,3,4,1,0,0
36209,8,0,151.464521924586,4,3254,22,4,2,0,0,0
36210,213,0,130.21372908604113,6,35404,6,3,3,0,0,0
36211,123,0,86.15771995312036,8,20063,5,3,1,2,0,0
36212,243,1,120.5682871304304,9,22137,26,4,2,0,0,0
36213,100,0,106.37858187893309,10,31763,16,3,1,0,1,0
36214,249,0,114.66045074695528,6,32978,6,3,1,0,0,0
36215,113,0,86.63031447481252,5,28474,20,3,0,1,0,0
36216,19,0,87.06390696034543,11,11048,22,4,2,2,1,0
36217,101,0,96.51578776177924,6,35871,17,3,2,0,0,0
36218,252,0,111.43504887785957,7,29835,9,3,3,1,0,0
36219,255,0,102.63420635241408,7,33775,1,3,2,0,0,0
36220,184,0,120.0702175348772,10,12975,1,3,2,1,0,0
36221,85,1,127.2885116434271,8,11047,16,4,3,2,0,0
36222,179,1,136.73455213743944,7,22719,16,4,1,0,0,0
36223,78,0,91.4032690466866,8,25603,19,4,1,0,0,0
36224,124,0,126.89743200346129,6,18664,2,4,4,2,0,0
36225,16,0,79.16820771966681,2,3349,12,4,1,0,2,0
36226,66,0,116.08050291709866,4,7682,11,4,2,1,0,0
36227,283,0,112.35555641467083,7,22808,18,3,2,0,1,0
36228,49,0,139.97161322311695,6,32207,27,4,3,0,0,0
36229,7,0,88.14367832155213,4,26209,12,2,0,1,0,0
36230,305,0,89.10360758963738,10,15334,4,3,2,1,0,0
36231,68,0,109.1935741576439,7,10679,6,4,1,1,0,0
36232,29,0,113.80436038692869,5,9074,20,4,0,1,2,0
36233,272,0,111.9953485342788,7,6276,20,4,1,1,0,0
36234,9,0,95.04593165263566,5,14116,20,4,3,0,0,0
36235,82,0,104.98246703098086,3,11106,24,4,2,0,0,0
36236,250,1,104.52124559368185,9,20634,22,4,3,1,0,0
36237,89,0,136.22266156479964,8,19166,4,4,3,1,0,0
36238,100,0,113.46147991504441,3,11917,19,3,2,0,0,0
36239,59,0,87.07396399957673,8,9249,9,2,2,0,0,0
36240,112,0,101.7356996522582,6,16890,6,3,1,1,0,0
36241,244,0,109.94111757619848,7,20457,6,3,4,1,0,0
36242,170,0,95.68647056314478,5,5716,23,4,1,0,0,0
36243,114,0,104.96473312374026,9,27362,9,3,2,1,0,0
36244,104,0,79.1347120440596,2,35157,27,3,1,2,0,0
36245,90,0,90.26738727349206,8,24580,22,3,2,0,0,0
36246,95,0,82.26533220332024,7,27724,14,4,3,0,1,0
36247,217,1,121.46760491793067,7,12424,19,3,3,0,0,0
36248,41,0,153.53396022669804,3,17318,1,4,1,0,0,0
36249,41,0,144.7227896206911,8,27100,19,4,3,1,0,0
36250,349,0,115.7978610061829,9,35421,18,3,2,0,0,0
36251,295,0,94.87394592057855,7,4663,26,4,2,0,0,0
36252,86,0,100.0,5,26402,15,3,1,1,0,0
36253,56,0,105.1156176448179,5,8787,13,3,3,1,0,0
36254,252,0,114.70104579337004,6,1837,14,4,1,0,0,0
36255,11,0,91.52126237591413,4,25152,25,3,1,0,0,0
36256,28,0,100.55738714987618,5,28782,18,2,2,0,0,0
36257,280,0,82.03803674740702,9,22641,15,4,2,1,0,0
36258,123,0,90.09259505775297,7,13081,20,4,1,0,3,0
36259,95,0,151.41083357849826,7,30953,24,4,4,0,0,0
36260,111,1,83.65229779797036,4,1365,19,4,3,0,2,0
36261,257,0,95.37323536023737,9,7521,21,4,3,0,0,0
36262,71,1,148.59500994248634,10,10681,21,4,1,0,0,0
36263,111,0,116.01898697213865,5,25478,28,2,3,0,0,0
36264,167,0,147.82688829222286,6,2954,15,4,4,1,0,0
36265,294,0,102.5024008813775,8,22841,20,3,2,0,0,0
36266,266,0,97.26306886390401,6,14077,14,3,2,1,0,0
36267,105,0,123.2704203967597,10,24717,5,3,2,0,0,0
36268,151,0,113.07712122735221,6,23889,13,4,3,2,0,0
36269,237,0,62.27622064425131,11,21889,26,4,4,2,0,0
36270,134,0,94.84280604155313,4,19186,24,3,0,2,0,0
36271,9,0,102.27244835964925,7,22383,21,4,4,1,2,0
36272,170,0,113.06628491103731,8,18097,14,4,3,0,2,0
36273,22,0,106.49414829316589,6,32498,21,3,0,1,0,0
36274,74,0,91.78099555162228,8,22654,14,4,1,1,0,0
36275,179,0,100.0,5,30189,4,3,2,0,0,0
36276,90,0,113.15964587939646,6,6286,19,4,0,1,2,0
36277,288,0,111.12788872726522,7,17359,21,3,1,0,1,0
36278,1,0,78.97232137837469,1,27015,14,3,0,1,2,0
36279,117,0,95.40713697672575,6,24529,26,4,3,0,0,0
36280,204,0,112.49037339509036,7,17757,17,3,2,0,0,0
36281,210,0,125.01205804632832,6,63,15,4,2,0,0,0
36282,277,0,105.74776540028256,8,30519,11,3,2,0,0,0
36283,21,0,89.87648315224699,10,1967,10,4,5,2,1,0
36284,182,0,87.12004656007616,9,25796,20,4,2,0,0,0
36285,56,0,128.0479370154186,3,19230,19,3,3,0,0,0
36286,255,1,102.64050368279422,9,5141,7,4,2,0,0,0
36287,58,0,131.36409759710043,6,35354,15,3,3,1,0,0
36288,30,0,151.63935842915976,2,20910,26,4,2,0,0,0
36289,250,0,106.14211141601294,6,802,4,4,1,0,1,0
36290,205,0,90.35584866184828,5,30216,26,3,1,2,0,0
36291,111,0,92.61373415406614,6,29123,19,3,1,0,1,0
36292,180,0,94.8744549970669,9,21665,10,3,2,0,0,0
36293,93,0,106.24542548754506,8,14994,14,3,3,0,2,0
36294,7,0,144.20000295339364,9,17339,11,4,2,2,0,0
36295,26,0,119.67201658807814,6,10508,18,4,2,0,0,0
36296,124,0,99.73713888249446,6,22582,14,4,2,0,3,0
36297,169,0,58.56670981378846,8,19751,23,3,3,1,0,0
36298,110,0,108.48065368098763,8,15770,11,3,1,0,0,0
36299,4,0,104.80053746984619,5,8793,19,3,1,0,0,0
36300,108,0,96.52333356629782,7,8707,7,4,2,0,2,0
36301,6,0,89.63360038419047,3,16993,13,4,1,0,0,0
36302,25,0,103.1358437197317,11,13200,22,4,2,0,0,0
36303,15,1,92.39692817118505,2,435,16,4,1,0,0,0
36304,185,0,109.45788889419252,6,9589,24,3,1,1,1,0
36305,198,0,126.39051592415204,6,18711,13,3,2,0,0,0
36306,11,0,164.25558535960903,8,9114,15,4,2,0,1,0
36307,161,0,99.80977283202927,7,5642,27,4,2,1,2,0
36308,227,0,106.4183776343757,9,3331,17,4,3,0,0,0
36309,116,0,88.48031167998732,5,4867,5,4,2,0,0,0
36310,127,0,111.97957169840407,7,11380,8,4,2,2,0,0
36311,94,0,115.53871170709021,9,27596,14,3,1,2,0,0
36312,137,0,107.39013642056608,8,4169,16,4,1,1,0,0
36313,49,1,78.8695393740313,11,19928,18,4,6,2,1,0
36314,14,0,86.71947295776212,9,11235,27,4,1,0,0,0
36315,97,0,90.73710052757413,10,28987,16,4,2,0,0,0
36316,255,1,115.0,6,32622,14,3,1,0,1,0
36317,277,0,113.50052835322143,7,35527,16,3,2,0,0,0
36318,83,0,86.44817942085443,10,20568,27,4,4,2,0,0
36319,189,1,99.69128149247166,8,11446,9,3,2,0,0,0
36320,114,0,74.33845913896519,6,14053,2,3,1,1,0,0
36321,274,1,110.12591130762864,6,2258,19,4,3,0,0,0
36322,177,0,120.69394144323621,10,32636,11,3,2,0,0,0
36323,209,1,125.1276882085405,7,20186,20,3,3,1,0,0
36324,32,0,139.14005892303723,5,9296,15,4,1,0,1,0
36325,21,0,121.1907678487953,3,26798,6,4,1,0,0,0
36326,193,0,119.71626369338291,5,17452,20,3,1,1,0,0
36327,53,0,141.7557790348297,9,16597,18,4,3,1,0,0
36328,168,0,109.3579835265354,10,34628,1,3,3,0,0,0
36329,268,0,112.47653445216322,6,27020,21,3,2,0,1,0
36330,78,0,84.29438505136771,3,7408,17,4,2,0,0,0
36331,235,0,115.8326323310199,7,31298,12,3,3,2,0,0
36332,97,0,90.40076200888565,6,7618,23,4,1,0,0,0
36333,65,0,149.04573775376835,8,26551,7,4,2,0,0,0
36334,14,0,97.9158079908858,3,28157,4,4,1,1,0,0
36335,281,1,79.45616728457126,11,22591,9,4,3,0,0,0
36336,263,0,82.8149685323554,8,11162,20,4,2,0,1,0
36337,159,0,128.95720060542757,3,1127,24,4,2,1,0,0
36338,42,0,125.0667238230959,4,6641,29,4,1,0,0,0
36339,84,0,85.52559712488203,4,17521,15,3,1,2,0,0
36340,190,0,119.67683867795017,6,5085,19,4,2,1,0,0
36341,182,0,91.6505310238899,8,14711,5,3,2,0,0,0
36342,270,0,104.488570947086,7,28577,4,3,2,0,1,0
36343,6,0,100.69026384769757,3,1465,19,4,1,0,1,0
36344,183,1,109.99202446120759,9,10296,8,3,3,0,0,0
36345,22,0,120.36574439544314,8,21573,25,4,0,1,2,0
36346,319,0,86.11061231343318,10,8134,4,3,2,1,0,0
36347,202,0,96.56604958789278,8,14788,13,4,2,0,2,0
36348,222,0,85.39054954646996,6,22498,25,3,2,1,0,0
36349,21,0,115.43623259237307,8,19358,25,4,1,1,2,0
36350,101,0,103.10295904892146,9,6713,15,4,2,0,0,0
36351,121,0,119.03587235061445,8,10579,4,3,2,0,0,0
36352,174,0,95.60244758108087,6,5582,2,4,3,0,1,0
36353,107,0,102.72519919615812,10,33922,14,3,1,0,1,0
36354,70,0,106.83643614038544,4,7702,22,4,2,1,0,0
36355,314,0,99.79688720172445,10,15942,8,3,3,0,0,0
36356,75,0,79.20516553840073,3,35691,19,3,0,2,0,0
36357,275,0,90.0,10,4112,5,4,4,1,0,0
36358,197,1,107.75730727450325,8,22399,9,4,3,0,0,0
36359,244,0,96.1315542970261,9,29775,27,4,1,0,0,0
36360,375,0,107.06240120725423,10,17401,19,3,2,0,0,0
36361,82,0,97.69932494718293,6,17669,12,3,4,0,2,0
36362,179,0,119.91905756863115,10,20958,9,3,2,0,0,0
36363,418,0,88.60984119253135,9,16289,26,3,2,1,0,0
36364,29,1,84.98179960860105,3,2578,23,4,2,0,3,0
36365,263,0,103.07577561245614,5,610,18,4,2,0,0,0
36366,96,0,78.72041545890625,3,9647,8,3,2,0,0,0
36367,5,0,92.68521021647382,6,26799,18,1,3,1,0,0
36368,247,0,96.49411555736046,6,4575,6,4,1,1,1,0
36369,29,0,84.36203951204749,11,10089,22,4,1,1,0,0
36370,14,0,147.0078828017649,7,364,10,4,5,2,0,0
36371,117,0,77.48802061255266,10,28245,11,4,3,1,2,0
36372,16,0,171.88458796849818,8,2165,26,4,2,2,0,0
36373,57,0,127.86007103722562,5,22605,19,4,1,2,0,0
36374,103,0,79.32647693307482,10,9169,1,4,4,0,2,0
36375,27,0,86.48702088540716,3,235,13,4,2,0,0,0
36376,170,0,92.53094636430436,7,6603,17,4,0,0,2,0
36377,182,0,100.18981547295323,9,7083,8,4,3,0,0,0
36378,375,1,115.0,9,6668,20,4,0,1,1,0
36379,59,0,106.970854640883,5,18530,15,3,2,1,0,0
36380,250,0,111.413950190211,7,20447,4,3,3,1,0,0
36381,277,0,64.94803537584883,6,8891,15,3,3,1,0,0
36382,134,0,94.57769405422533,6,2505,21,4,4,1,1,0
36383,104,0,96.41342922178671,4,11846,23,3,3,0,1,0
36384,150,1,106.18199333941993,6,29516,1,4,2,0,0,0
36385,170,0,105.46039902868405,8,16059,21,4,1,1,0,0
36386,62,0,92.36389475864046,3,1781,25,4,3,0,0,0
36387,81,0,129.00305147991912,9,17598,20,4,3,1,0,0
36388,100,0,103.27278178391325,9,35958,16,2,2,0,0,0
36389,103,0,83.88212575798039,6,25780,9,3,1,0,0,0
36390,171,0,106.5439367713338,7,16059,21,3,1,0,0,0
36391,156,1,139.06921520716438,7,6911,14,4,3,1,0,0
36392,52,0,101.77217728147167,7,33955,20,4,1,1,0,0
36393,252,0,98.03247744059966,9,31772,26,3,1,1,0,0
36394,46,0,151.0278541613759,4,11735,11,4,2,0,0,0
36395,208,0,80.79441399624224,7,20381,29,4,2,2,2,0
36396,317,0,119.9991160658174,9,2887,15,4,1,0,0,0
36397,121,0,108.25589901319846,6,30022,27,2,3,0,0,0
36398,89,1,87.62376568206452,10,3222,18,4,0,2,0,0
36399,383,0,108.89711941985355,9,16219,15,3,2,0,0,0
36400,177,0,119.49369618365412,7,22938,5,4,2,2,0,0
36401,199,0,105.21813673073055,8,22675,25,4,4,0,1,0
36402,165,0,91.36200922115384,4,34807,22,3,2,1,0,0
36403,179,0,109.34962243589763,9,28764,29,4,2,2,0,0
36404,206,0,97.20826255817467,10,3585,9,4,1,0,1,0
36405,272,0,95.38422452094296,9,33754,18,3,3,1,0,0
36406,109,0,95.4624070046741,6,2489,24,4,1,1,0,0
36407,168,0,114.04210967505831,7,4371,12,4,1,0,1,0
36408,117,0,98.49039389804068,8,23344,9,3,1,2,0,0
36409,248,0,72.37635622409368,6,35705,18,3,3,0,0,0
36410,8,0,87.02682821375863,4,11849,20,2,0,0,0,0
36411,8,0,191.01319427914976,8,17163,15,4,5,2,0,0
36412,199,0,84.98397387586206,8,28641,14,3,2,1,0,0
36413,27,0,136.70021743204927,4,24096,10,4,2,0,0,0
36414,166,0,85.74801573495418,7,33532,24,3,2,1,0,0
36415,53,0,103.47545964530899,9,32660,3,4,1,0,2,0
36416,0,0,72.69712554486698,8,23497,9,3,0,0,2,0
36417,88,0,95.8008762457944,4,3710,14,4,4,1,0,0
36418,106,0,77.73009121388124,9,14414,18,3,2,0,0,0
36419,132,0,110.43812808993889,8,13104,6,4,3,1,0,0
36420,34,0,101.03530296179002,3,23249,5,4,2,2,1,0
36421,158,0,120.78302671253559,4,22374,15,3,2,0,0,0
36422,15,0,137.095129077182,5,35682,3,4,1,0,0,0
36423,64,0,86.48419610119508,4,2983,23,4,1,0,1,0
36424,190,0,96.52490201351841,8,25442,26,3,3,2,0,0
36425,317,1,115.0,7,10628,19,3,1,0,1,0
36426,98,0,63.98592054274256,9,22435,28,3,2,2,0,0
36427,124,1,131.504364598379,9,158,24,4,2,0,0,0
36428,83,0,74.92807783603884,4,20624,7,4,2,2,3,0
36429,138,0,149.8861544053796,9,21913,21,4,2,1,0,0
36430,13,0,174.11444125996917,6,30772,15,4,3,0,0,0
36431,59,0,121.78207581421307,5,30388,8,4,3,0,0,0
36432,102,1,180.35633910589414,10,31419,7,4,2,2,0,0
36433,191,0,66.65411278032533,9,29870,14,3,2,0,0,0
36434,33,0,121.54453050435669,5,31315,3,4,1,0,1,0
36435,207,0,99.65597406938289,7,21905,24,4,3,1,0,0
36436,74,0,117.02439211112411,5,18321,17,4,2,0,2,0
36437,40,0,66.55296990890872,2,7014,12,4,1,2,3,0
36438,48,1,123.04118472602062,3,23976,18,4,2,1,0,0
36439,27,0,106.45912268480899,5,28196,12,4,1,2,0,0
36440,136,0,103.19228390450347,8,22163,12,3,1,2,0,0
36441,104,0,80.40212996654915,9,19305,12,3,2,0,0,0
36442,189,0,109.40198171308923,8,35136,8,3,2,0,0,0
36443,232,0,101.46657024198784,9,7748,23,3,3,0,0,0
36444,35,0,96.6348640711562,10,235,22,4,2,1,0,0
36445,141,0,154.30565569144673,9,21900,19,4,1,0,0,0
36446,42,0,146.37926476193067,6,29963,2,4,2,0,0,0
36447,59,0,128.75397223563112,10,20422,19,4,2,0,0,0
36448,174,0,109.12934179065283,10,5401,1,4,2,0,0,0
36449,90,0,110.80379141891967,8,13791,24,3,0,1,0,0
36450,411,0,108.63913336876935,9,2560,25,4,1,1,1,0
36451,55,0,133.59593863674453,8,9755,15,4,1,1,1,0
36452,233,0,98.49437751699196,8,27562,14,3,2,0,1,0
36453,160,0,129.93742775015002,3,4637,25,4,2,1,0,0
36454,260,1,99.37869608635393,9,35145,23,3,3,0,0,0
36455,131,1,141.97363940070034,7,19111,20,4,2,0,0,0
36456,110,0,73.42059866221139,3,33002,14,3,1,0,0,0
36457,28,0,128.27627078001876,5,27190,14,4,1,1,0,0
36458,279,0,113.22040785675685,8,27987,19,3,1,0,0,0
36459,169,0,85.3616969176563,4,18561,22,3,2,1,0,0
36460,205,0,117.98821954896056,7,25863,18,3,2,1,0,0
36461,202,0,76.06821331751016,8,28629,24,4,1,1,0,0
36462,67,0,238.7833048903022,7,1840,17,4,2,1,0,0
36463,72,0,132.4194539197478,7,11756,7,4,0,1,0,0
36464,87,0,99.33131794471356,9,32139,26,4,5,2,0,0
36465,165,0,95.11190214056101,7,29845,8,4,2,0,2,0
36466,26,0,158.92846631175738,8,29835,15,4,4,1,2,0
36467,10,0,121.73465102365714,8,33615,18,1,2,0,1,0
36468,105,0,105.14131059665854,5,18345,19,3,1,2,2,0
36469,113,0,87.15201393821953,10,22887,19,3,2,0,0,0
36470,180,1,118.50686149730201,10,10743,10,3,1,1,0,0
36471,45,0,115.52523756579933,4,1499,23,2,1,0,0,0
36472,73,0,78.43650526463658,9,9565,8,3,2,1,0,0
36473,248,0,112.85424906173597,5,17564,5,3,1,0,0,0
36474,245,0,75.0,6,31964,17,3,2,0,0,0
36475,31,1,108.92947457049905,4,2000,19,4,2,0,0,0
36476,267,0,83.16221693463028,10,36139,19,3,1,1,0,0
36477,151,0,83.52958857225458,7,23997,25,3,2,2,0,0
36478,39,0,103.32015276680433,3,7793,14,4,2,0,0,0
36479,312,1,115.0,7,21044,13,3,1,0,1,0
36480,159,0,98.07452522673539,8,27278,4,4,1,0,3,0
36481,10,0,156.3762067659825,5,13939,12,4,1,1,0,0
36482,22,0,118.60522865149682,9,28955,20,3,1,0,2,0
36483,37,0,104.30979830418674,4,3491,15,4,0,1,0,0
36484,56,0,143.63590492656783,4,738,15,4,1,0,0,0
36485,295,0,116.80253778550819,8,27986,21,3,3,0,1,0
36486,314,0,107.68700391708443,9,2884,15,4,2,0,0,0
36487,101,0,82.13644246119605,5,16466,7,3,1,0,0,0
36488,136,0,191.9286941746899,6,30784,29,4,1,1,0,0
36489,191,0,95.55204458376794,7,32401,9,3,4,1,0,0
36490,320,0,80.9461989764506,5,5123,17,4,3,0,0,0
36491,24,0,105.54135003868355,8,36159,25,4,1,0,2,0
36492,145,0,140.47446442783527,7,15983,15,4,3,1,0,0
36493,299,0,99.17889126559095,9,16851,10,3,2,0,0,0
36494,56,0,79.2118851031838,8,16534,9,3,1,1,0,0
36495,46,0,90.36254320581088,8,13033,1,4,3,0,0,0
36496,315,0,119.17491634111013,8,171,14,4,2,0,0,0
36497,321,0,99.30223209229788,10,29038,7,3,2,0,0,0
36498,106,0,110.65255883837186,10,25934,13,3,1,0,0,0
36499,168,0,114.85416954484838,9,11381,11,4,2,0,2,0
36500,39,0,130.72803642023266,7,31415,4,4,4,1,0,0
36501,142,0,90.13529259434989,10,30008,12,3,1,1,0,0
36502,313,0,76.47332676723558,5,8231,16,3,3,0,0,0
36503,125,0,117.61914784892588,7,8735,25,3,2,0,0,0
36504,66,0,136.07933252658412,6,3518,26,4,3,0,0,0
36505,105,0,84.80441098451884,4,4706,26,4,3,0,2,0
36506,84,0,101.96701155654448,3,22821,18,4,2,0,0,0
36507,111,0,177.74474006094164,6,16141,3,4,3,0,0,0
36508,196,0,112.74574326389039,8,29714,9,3,1,0,1,0
36509,174,0,118.98862404716978,8,19758,12,3,3,1,0,0
36510,160,1,142.44206095484648,7,1827,6,4,2,0,0,0
36511,183,1,112.85302296038373,8,31629,7,3,1,1,0,0
36512,339,0,80.07674248890673,11,32589,12,3,2,0,0,0
36513,28,0,138.12650371002752,11,8949,15,4,2,0,0,0
36514,250,1,115.0,6,32631,9,3,1,0,1,0
36515,167,1,118.3652158768873,7,20848,30,4,2,1,0,0
36516,89,0,109.26350884107222,8,33160,19,4,1,1,0,0
36517,219,0,96.3,8,1757,12,4,1,0,0,0
36518,89,0,108.73907997393162,6,19507,14,4,1,1,0,0
36519,30,0,101.9694562277413,7,12706,18,2,1,1,0,0
36520,81,1,100.57465265403812,6,4589,11,4,4,0,0,0
36521,315,0,119.2751985590513,9,34648,14,3,1,0,0,0
36522,32,0,139.3684049666986,9,8509,6,4,2,0,0,0
36523,49,0,115.34495288097301,9,26850,22,4,2,0,2,0
36524,22,0,129.41397702295404,6,7603,27,4,0,1,1,0
36525,184,0,144.08959252241306,9,6912,19,4,4,1,0,0
36526,12,0,104.75357924147558,2,31096,23,4,2,1,1,0
36527,59,0,131.375697689302,8,18619,10,3,6,2,0,0
36528,268,0,93.12195807914493,10,29116,17,3,1,0,0,0
36529,62,1,107.49276419252814,5,10043,5,4,3,0,0,0
36530,127,0,85.44776907262602,5,35848,7,4,3,1,0,0
36531,13,0,124.89806205351302,6,21574,25,4,0,1,1,0
36532,135,0,103.11557369422977,8,32190,17,3,11,5,2,0
36533,240,1,62.14259271738149,11,33102,27,4,4,1,0,0
36534,8,0,151.96885688006347,6,162,13,4,1,0,0,0
36535,28,0,83.28171068296774,2,31033,18,3,6,2,0,0
36536,60,0,112.83815408977574,6,9560,1,3,1,0,2,0
36537,212,0,88.59452360317827,7,20683,15,4,2,0,0,0
36538,133,0,83.70236368112907,6,17176,22,3,0,1,0,0
36539,24,0,76.94963630795465,8,22640,13,2,1,0,1,0
36540,75,0,81.31637939545588,3,35691,20,3,0,2,0,0
36541,213,0,106.92220167635087,9,9612,4,3,1,0,0,0
36542,145,0,132.05549179756463,5,35072,14,4,3,2,0,0
36543,126,0,114.44700879489716,7,14419,11,3,3,0,0,0
36544,102,0,78.99748838946559,9,9828,26,3,1,1,2,0
36545,0,0,99.04964996497763,7,35417,20,4,1,0,0,0
36546,43,0,93.73086433894501,11,22990,18,4,1,1,0,0
36547,181,0,89.29233618376007,8,19726,10,3,3,0,2,0
36548,52,0,88.220575397156,10,23848,20,4,0,1,0,0
36549,196,1,168.82357470356806,7,21541,19,4,1,1,0,0
36550,20,0,103.17269439354018,7,149,16,4,1,0,1,0
36551,314,0,119.27258385404092,8,1308,17,4,1,0,0,0
36552,37,0,137.49928127340718,8,6155,18,4,4,1,0,0
36553,35,0,108.1520519693391,5,10495,24,4,3,0,0,0
36554,42,0,103.72180577829035,6,32508,7,4,2,1,3,0
36555,26,1,126.16549062829665,9,11353,4,4,1,1,0,0
36556,303,0,89.6584881411915,10,21463,3,3,3,0,0,0
36557,101,0,101.661259579533,10,6998,16,4,1,0,1,0
36558,288,0,76.69561188017727,7,31966,11,3,2,0,0,0
36559,85,0,78.9543292825175,6,29481,17,3,1,0,0,0
36560,289,0,109.30312007012697,8,29875,22,3,2,0,0,0
36561,13,0,114.42421538426426,6,15569,12,4,1,0,1,0
36562,102,0,80.20942507835062,4,35616,7,3,1,0,0,0
36563,173,1,104.91054503975155,8,27017,24,3,3,1,0,0
36564,168,0,108.54491076534636,10,16192,2,3,2,0,0,0
36565,43,0,128.47541839791228,9,23539,15,4,3,2,0,0
36566,166,1,113.65010825179348,9,22079,8,3,2,1,0,0
36567,114,0,85.21065185812178,12,5045,21,4,2,1,0,0
36568,213,0,129.81871175181948,6,25309,8,3,2,0,0,0
36569,96,0,124.79794877506131,4,22843,7,4,1,0,0,0
36570,63,0,91.2273868611625,6,27764,17,3,1,1,1,0
36571,154,1,145.9349471570135,7,9153,24,4,2,0,0,0
36572,312,1,115.0,7,13453,22,3,1,0,1,0
36573,181,0,76.46418928027771,10,3551,12,4,1,0,0,0
36574,180,0,122.9561604800327,8,23615,12,3,0,0,0,0
36575,277,0,108.5276192834149,10,7132,11,4,3,0,0,0
36576,149,0,104.38590747135807,7,20296,16,4,3,2,0,0
36577,256,0,92.43753316058276,6,14225,5,3,2,1,0,0
36578,178,0,104.63693191147924,9,14707,21,4,2,1,0,0
36579,37,0,80.56208619700621,10,32872,19,3,3,1,0,0
36580,302,0,100.02224059448888,8,29245,15,3,2,1,0,0
36581,6,0,161.19581808327519,7,16143,5,4,1,1,0,0
36582,217,1,126.96763767252423,9,9273,15,3,1,0,0,0
36583,45,0,96.09767711078575,4,1979,9,4,3,0,1,0
36584,194,0,128.1658678584747,8,20760,4,3,2,1,0,0
36585,119,1,83.6050956821795,6,3400,11,4,0,0,0,0
36586,159,0,80.95454197905323,8,26714,16,4,3,1,0,0
36587,16,0,222.83071308394528,6,10401,18,3,1,0,0,0
36588,191,0,97.65584371119171,8,24741,17,3,2,0,0,0
36589,113,0,86.85426075370825,11,7152,13,4,2,0,0,0
36590,28,0,85.18891752753456,4,10840,15,4,1,0,1,0
36591,100,0,90.8717936764292,6,24038,9,3,1,0,0,0
36592,20,0,110.91591920564557,8,2884,8,4,2,0,1,0
36593,47,0,110.54161338741747,4,14233,10,4,2,2,0,0
36594,19,0,173.43916924448592,5,18042,13,4,1,0,0,0
36595,44,0,85.56180078603244,4,26354,17,3,0,1,2,0
36596,330,0,87.70347474534292,11,17154,12,3,2,0,0,0
